comment,label
tak sabar nak tengok malaysia jadi sri lanka 2.0,m
Hak rakyat nak bersuara..xkan xleh nk berhimpun?dah knp?,m
"politik MY siapa x tahu kalau negara luar politik MY punya baik hormat org putih sebab takut kena jajah, bile org sendiri anggap mcm tin kosong",m
nk halang rakyat trun kenapa? rakyat ada hak...,m
kami sokong gaji menteri di potong.??,m
lepai ni xyah undi nk tgk mcm mna,m
Tuan .. mcm Mana nak tuntut kesengsaraan Rakyat di MALAYSIA,m
Fru kan aje,m
ini lah malaysia,m
buat je ..,m
menteri dah ramai tp sama je x berubah,m
takut la tuu,m
pulis:sila buat perhimpunan di dlm rumah,m
Nk join cam mane,c
menterii.. ejahhh ah gaji mungg 1500 kali..,m
Abang pemberita! Cakap jerlah ??. abang pun nk ikutkan,m
polis kenyang sbb gj besar rakyat plak dpt ape????,m
hahah depa risau dah??,m
hmmm depa takut ??????,m
hati2 kerajaan..rakyat dh rmai hilang sabar,m
sampai bila Kami nak makan hati....,m
Buat budjet 2022 hari tu . Tapi tibe2 harga barang naik . Gaji 1.5k tu pun berkuatkuasa selepas 6bulan je,c
kalau kena suap ribu2 juta2 mana boleh kata apa??,m
"hrap berjaya,,,bru dorg tau kuasa rakyat,,suka suki ja tukar pm sesama sndri,,pdhal rakyat xsetuju",m
turun je...takot apa,m
INI Negara Demokrasi...bila terlalu byk Sgt perkara2 takleh dbahas dlm Parlimen...maka biarlah Rakyat yg bersuara ..kenapa Takut kah Mail?,m
Turun geng.. Ni kerajaan pak lebai.. Xde sape dah nak turun klu bukan kita.,m
halang la sbb kalau ramai sgt xdpt kawal..silap2 memang kena turunkan ??dah cuak ...bayar la berita utk xbagi join,c
jom turun ramai ramai...kerajaan tidak sah parti kalah PRU 14 Jadi kerajaan..,m
itu hak rakyat punya suka la..ohh time nk ambik undi boleh pulak berhimpun ramai2,c
@lowhunt_864 macam mana mw turun...bkin beli minyak bjalan pun tiada ni??????,m
mampui la... rakyat nk bersuara pun x boleh.... lps ni UNDI pun x payah la...,m
wahhh bela penyamun ..jom la pakat keluar ..depa bukan bleh buat apa ..Rakyat lagi ramai,m
kenapa polis terima rasuah sdh kah,m
menteri tu time covid parlimen xbuka gaji tiap-tiap bulan masuk ap kata skrg menteri tolong rakyat.separuh gaji dipotong ad berani???,c
ini negara demokrasi rakyat bebas bersuara,m
#kroni????????,m
mauuu juga. ikut jugaa,m
"ckp hampa kena ikut,kebajikan rakyat hampa buat pekak",m
polis pun bawah menteri hanat.. ptut nye menteri tk blh kacau,m
bnyk plk org p.mk8n dgalang mkin bnyk turun,m
poyo Malaysia... jom 1malaysia kita buat. kasi ajar kerajaan,m
"Itu lah cara kerajaan memperbodohkan rkyt,guna PDRM utk halang rakyat bersuara..hbs tu dimana kebebasan bersuara...",m
itu tanda nya tidak debokarsi,m
kalo xkde kerajaan buat masalah..xkde rakyat nk berhimpun..ada sebab jadi camtu .,m
rakyat dh bising... bnyk pekara ... bkn rega brg je...,m
bijak tul pihsk2 atasan ni..depa tkut pd tuntuan rakyat tu...hampas punye kerajaan..,m
Salam satu Malaysia kena faham tak lama lagi nak undi kalau mcm ni nati kerajaan kata pru tak hadi virus covid 19 makin terok pru dulu nak buat fikir,m
Rakyat kalau dh Naik angin paham2 la yer...buat mase ni ada yg boleh sabar.menteri2 skung ni teruk sgt ...,m
"cari duit dk sodok geng b40,samanla lbih muatanla tarik lesen la,cipta udng2 masuk poket mntri sapa tk maqah,harga barg naik wt tk kisah",m
takan nk jd 2.0 kot..,m
pegi aje klo nak... suara rakyat dia nak halang,m
Membela rakyat la sgt ??,m
Tanda pagar ??,m
kurapsi ..,m
hak kita sebagai rakyat untuk menjage mase depan anak mude kite dari perangai diorg nie hah,m
polis pun kene suap... hAHAHAHAHAHH jwablah ko diakhirat,m
polis gaji di bayar rakyat bukan menteri ..,m
kos sara hidup meningkat woooo..,m
ROBOHKAN PARLIMENT SENANG JER... .,m
#kerajaanpenipu #kerajaangagalterapislan#polisikorup #kjpenipu #tutupkilangarak #turunkan,m
Malaysia negara demokrasi,m
"TANDA TANDA NAK PRU??????
malas nak ikut sebab bende ni under ahli politik.KLU under NGO yg tiade kaitan dengan politik.akupun nak ikut
BETUL TAK????",m
Kenapa tak bagi orang bersuara??,m
kalau rakyat smua slh... kalau menteri sauk duit rakyat... diam 1001 bahasa... bertahun2 kes tk setel... ermmm,m
"#Boycottindia #boicotindia #boikotindia #freepalestine #protectnabimuhammadsaw
#boycotholywings #boycotumbrella #boycotprodukchina #boycotcrackhouse",e
perkara ni takkan berlaku kalau bukan di sebabkan projek besar besaran sebarkan virus covid untuk cipta NWO..jadi jangan salah rakyat protes turun,m
buat jadi sri lanka terus la senang . baru puas hati kan .,m
Jangan tunding jari salahkan polis..polis jalankan tugas arahan diberi hakikatnya polis pon terkesan dengan keadaan sekarang barang naik semua naik em,m
Hahahah sebab tu ramai tak hormat dah dngn PDRM??,m
Klu aku ada anak... Aku tak bagi anak aku jadi polis.. Sbb jadi mcm ni la.,m
suke ati la org nk g ke tak,m
aaahh lantak la kerajaan ngan menteri makan duit rakyat xda pulak larangan puuikk,m
kami tak lupa janji anuar .esok kita menang minyak turun rm1.50..??????,m
yg naikkan harga ni kerajaan ke atau taukey taukey ni... cer pikir balik...??????,m
lawan tetap lawan PKR tetap yg terbaik buat selama 2 nya ingat hanya PKR yg boleh ubah negara ini.,m
bangkit wahai generasi baru...tumbangkan pemimpin tua2 bangka yg hanya pentingkan poket sendiri,m
idup leverpool,m
nie game lama nie boss????,c
marketing je ni... harga ayam dah turun hari ni rm7.70,c
tu harga semenanjung tapi di Sabah melambung,m
betul...kat kajang pun dah ada harga ayam turun,m
area mana harga murah sgt. kat ipoh Rm9,c
harga di sungai buloh Selangor,m
bagus tu. tapi kat ipoh masih tinggi,m
ramainya. hahahaha,m
ini semua Ada byr APA nak hairan,m
perang saraf sudah bermula ini permainan orang politik. jgn percaya cakap orang politik,m
perhimpun himpun tiap tiap tahun tapi Masih nak undi BN & Pas,m
aku undi Pas je..BN boleh bla,m
itu lebih teruk parti Taliban,m
peduli apa aku hak aku² punya pasal la..,m
u support Taliban?,e
itu u yg kata..u support Israel x?,c
Balik la tak dapat apa pn terjerit jerit..,m
Sabah perlu Ada mcm ni,m
Wow ramainya,m
"Dah turun dah... Masa PH perintah dulu, takmo turun ke?masa tu dpt 30hengget je.Syukur ek??",m
seluruh dunia sama Nasif,m
PG buat kat petaling street ko sorg ja la jwapnya,m
bgtau aku negara mana SEKARANG ni dp elak kenaikan harga dan inflasi ni? terutamanya negara asean ni,m
dah mula dah.....,m
hidup Anwar...hidup pkr,m
"Satutika dulu Datuk sri Anwar Ibrahim di tahun 60, 70 puluhan jadi ketua Mahasiswa.",m
"jerit sekarang utk syok ker ??
Indonesia nampak ??",m
hacin hacin...,m
siapa lah sponsor anarkis sebegini. harap janganla mossad stay CIA. nampak MCM tu??,c
2.5% inflasi tapi protes cm sri lanka????????,m
kincing .! kincing.! kena kincing.!????,m
Buek ponek yoh kau jang...,m
Eemmm..hrp ada kesannya..hrpnya kerjaan pandanglah suara anak muda ni..bsembur dah i liur tu kn kepala geng,m
"Dah2 tipu rakyat , lpas tu nak buat lagi bersih tipu lagi",m
hidup hidup kena tipu,m
boss jgn jerit kan pembesar suara ada buat kerja,m
boring dgn pemimpin politik malaysia??????,c
pertama kali dalam sejaram reporter lebih ramai dari peserta,m
oi satu dunia tengah inflasi... pe benda himpunan turun harga?? tak pasal2 diorang nih,m
hutang dulu tak habis bayar . tambah lagi tu jadi macam ni. dah terang terang dah beritahu rakyat yang kena bayar bo,m
politik smua xblh pakai.jnji smua kosong..tpi himpunn nie sokong,m
org politik ni kemaruk isu je bila berkuasa sama je,m
twrgugat kuasa beli bila dimonopoli kuasa NAFSU??/,m
croni croni naik gaji... ape kamu nak protest ? itu org tak akan insaf tentang penderitaan rakyat. sila tukar kerajaan yg betul bukan kerajaan yg sama,c
turun turun hujan turun,m
esok semua free untuk orang macam ini .... ????,c
Ni budak suruhan geng ph....??,m
podahhhhhh,m
x pyh lah. kami dah serink 22 bln puak demo wak kejo,m
hahha..mcm wartawan je yg byk,m
"yang datang kempen bukan peniaga - pekerja,,,, payah la... kalau korang pakat2 jadi peruncit, pemborong, pengilang - ni lagi baik. bolela kawal harga",m
"mana boleh
gaji gaji menteri bayank tinggi ????????",m
tolong kire ank cine india berape gamai yg ikut ni… ??,m
dah kumpul ramai ramai tu boleh bawak pegi kebun sayur boleh buat reban bela ayam. ayuh,m
"Buang masa oooiii... Pemimpin semua sama, sapa naik pun habuk ja rakyat dpt.",m
x ada makna pun kita buat demo macammana sekali pun orang atas tetap buat bisu aja selagi x di penjarakan penyamun duit rakyat Dan duit negara ....,m
"wat pdrm x tangkap, kan semalam pdrm sdh warning",c
buatlah kat putrajaya.....????????,m
Boring la…wat bising dan kotor jer…naik boring lak,c
"Malaysia pula jadi macam, Thailand, India, America, Australia, mogak2",m
buang masa je,m
"KLU MAHU HARGA BRG MURAH, KORG LAH SENDIRI YG BERNIAGA.!! TENGOK MCMNA KAU URUS PERNIAGAAN MU..",m
buy Muslim first,e
kesian la anak2 muda kena tipu dengan PH,m
jeritlah sekuat kuat tiada apa akan berubah??,m
"adoii
tak faham ke ekonomi seluruh dunia bergolak bukan di Malaysia.
jgn malukan Dan lemah kan lagi negara yg dah lemah akibat 3 tahun tangani covid.",m
rampas harta najib,m
"cara terbaik bgi umat Islam adalah boikot dgn cara PUASA n berjimat sehabisnya, puasa 6 bulan sekali pon kurang kuasa membeli NIAT tulus ikhlas ?",m
knpe ko org yg nak kne buat semue ni mne wakil ko atau org yg ko rase bagus sgt tu xbuat semue ni??,m
sikit je lagi Malaysia jatuh lah,m
buang masa je terjerit² ni.,m
Anwar klu pmbngkng msti bwa rakyt demontrasi,m
"konon utk rakyat,dlm masa sama utk kepentingan pihak tertentu",m
sudah lah masa ph buang gst bagai...hg naik juga,m
bang sy nk ulang krjaan skrg bkn bn.ad 3 parti.mn satu yg salah??,m
pm22 bulan dan 17.bulan letak jawatan tinggal menteri2nya baguslah yg menyokong dulu.... buat himpunan..??????,m
lawan tetap lawan sampai menang,m
Anuar suka la mcm ni..????????,m
Bgus utk rakyat x salah,m
mana2 jer dlm dunia ny kte akn npk situasi mcm ny...x salah kn,m
xsalah...tp xsemestinya yg berdemo tu mewakili rakyat...tggu je la PRU nnti...ni kacau peniaga2 kt area situ meniaga je....buat la depan PAVILION ke..,m
faham bkn selalu...tp tu la...tggu PRU nnti pangkah le ikut pilihan masing2...bkn berdemo bagai...,m
takkan nk diam ye macam sebelum ni??...diorang makin kaya ...kita makin kayap,m
tggu PRU...bkn berdemo...,m
Peniaga2 pn fhm..x kisah pn bkn nya selalu..,m
betoi ke faham?xkn de buat janji menang hari ini esok harga ayam trun 80sen sekilo..,m
upah 30 ringgek tk habis lgi ketew..??????,m
kena mesti adakan setiap minggu ini,m
"semangat yg baik untuk rakyat yg betul betul susah ,,,, saya sokong ??",m
Buatlah MCM ni UTK menentang pemimpin rasuah DN pencrui duit rakyat????????,m
org yg berilmu x mcm ni..1hb ogos trun lh.jgn risau,m
Lawan ape tu... Hahaha.,m
alhamduillah rakyat dah bangkit ajar kerajaan UMNO x boleh didiamkan rakyat susah menteri2 naik gaji .jgn takut lawan habiskan,m
Pendapat sy mana2 parti pun akan lakukan benda yg sama. Semasa mereka di pihak pembangkang akan buat demo jalanan.,m
waktu nii org rsmaii yg melepak kat situ terkepung tak bleh kluar...nampak ramaii tu sebab kamera fokus kat 1 bah. je..,m
bagus..sokong,m
Perlu adakah Demo Hak Rakyat B40 Dan M40.,m
kurangkan gaji menteri.,m
?? sokong HIDUP.... HIDUP RAKYAT...LAWAN TERUS LAWAN...TURUN...TURUN MENTRI,m
"Harga Minyak Petrol turun lepas himpunan depan Sogo. ""Ada berani ka?",m
Pakat-pakat Kelirukan Rakyat ??,m
Sokong #Bangkit rakyat,m
alhamdulillah...moga berjaya,m
woww..ramai nyo.. satu Malaysia turun ha.. harap2 harga minyak turun la esok.. rm1 sekilo.. ??????,m
kita lawan trun2,m
Kesia buang masa je saudaran ku semua.. Menteri semua sedap je duk Rumah.. Tak perduli pun gen rakyat,m
lawan apa nya ??????????,m
fightlah habis habisan.,c
semua rakyat bersatu hati Dan bergadi bahu Turin perhimpunan 3.5 demokrasi hak rakyat .,m
pemimpin kerajaan kasih mendertia rakyat Dan masyarakat tidak Kira susah shebang.,m
Semua rakyat berkuasa benteras perhimpunan 3.5 demokrasi besar-besar diseluruh malaysia.,m
"22 TAHUN BUKTIKAN TUN M BERSALAH
BILA MENANG PRU14 DILANTIKNYA JADI PM
HASILNYA TUN M BODOHKAN DSAI PH.
WALAU APA PUN
YANG UNDI DSAI PH
DIKENCING DSA",m
org ph mmg suka mcm ni,m
kalau lh 31 hb ogos laung merdeka kan sedap tlinga mendengar ...ni asyik laung ayat yg sama bila menang lupa ayat yg di laungnya....memalukan,m
Warga asing x join ker meraka pun mempunyai hak yg sama contoh tong gas setong rakyat beli brapa Dan warga asing beli berapa,m
bangkit anak muda...tumbangkan pemimpin rasuah,m
hahahaha ada lg ka mcm ni..brpa rnggit dpt tu,m
Kegemaran si nawar,m
pencacai umno yg setia,m
sokong..macai umngok x kisah.. brg mahal sebb dia boleh jadi pengemis minta pd bosskurap..,m
HANG JADI MP PD KERANA.... HULUR KA??,m
"berhimpun depan kilang la, nak kilang apa?
beras, gula, tepung, susu dan sebagainya. tengok siapa itu kepala tauke besar",m
Hero minyak sawit??,m
korg ingat pelabur luar suka ke tengok korg buat huru hara mcm nii,m
"Jgn nk cite pasal pelabur luar, klau kes pon x ke dalam? Igt org respect ke negara kita?",c
nk bagi org respect dakwa dulu Hakim dgn bks gabenor serta anak beranak dia tuu,c
kalau nk bagi org respect dakwa la Hakim dgn bks gabenor sekeluarga tu dulu jgn takut kalau rahsia terbongkar,c
"Mcm mne siasat, klau jho low tak dapat jumpa? Mcm mne nk buka kes zetty jugak? Betul tak? Kene sama ii buat pengakuan?",m
"Anwar sendiri ckp di parlimen, hukum org itu tak kira parti mana sekali pon, klau nk bukak isu zetty, jho low dorang kene bawak jgk ok????",m
sbb tu saya ckp org yg simpan rahsia besar akan dilindungi sbb x nak fitnah dorg terbongkar,m
"Tak kan kita nk diam? Dari kita kutuk belakang ii pm dpt dosa, baik bersuara mcm ni",m
skrg ni kerajaan mana sbnrnya x sangka lak ada lagi yg x fhm2 n masih ingat ini kerajaan BN,m
Siapa bekas gabenor tu??,m
Jho Low dah kena sorok sbb SI saka tua tu tau bila Jgo Low ke mahkamah banyak rahsia terbongkar n dia sendiri blh kedalam,m
"Aku phm kau ckp pe, tp dari sini, anwar x pernah bela parti sendiri?",m
itu lah masaalahnya bila dia terlalu ghairah nk jadi PM hingga sanggup gadai maruah parti sendiri,m
boleh lwn tapi tgk cara ngape MP PH x bunyi kt parlimen pasal haraga brg sbb dorg tau siapa taikun yg berkuasa utk main harga nii,m
Nak jadi menteri bawalah rakyat turun ke jalan..acah2 jadi hero rakyat pru konfirm menang??????,c
Hancur Umno,m
rakyat tak buat perhimpunan mcm ni lau kerajan ok...ni menteri ii brpolitik 24jam nk kn jawatan masing.ii..,m
ini la akibatnya... prodak reformasi... Bersih... #PH... sikit² demo.. bagus jg tunjukna awal perangai pengundi PH. kredit utk PN dan BN,m
tapi boss kerajaan sepa yg mengiktirafkan komunis. reunion berpakaian uniform komunis. Aku tdk bole terima PH smpi mati,c
Pemimpin umno bersalaman dengan pemimpin komunis lupa ke???????????????Kami anak muda tak akan terima parti penyamun sampai mati...,m
bersalaman berbeza dgn reunion boss. abu Cheng peng bawa Malaysia kerja sepa. dan sepa dia dlm sejarah Malaysia.. buka buku dulu,m
Asyik Kat sogo aje buat lar Kat pavilion baru gempak,m
"baik minta bubar parlimen
????
asal demo mesti ph",m
hdp buat apa?? bangkit2 semua rakyat?!! tu betul?! nk guna hdp buat apa??? gunalah lain plok..dgr yg sama jer,m
buat la himpunan tangkap penyamun duit rakyat Dan duit negara lagi bagus kerana penyamun2 tu la rakyat susah Dan sengsara...,m
tarohh cukup2 ????????,m
"Harga naik 30 sen kl,selangor:????????negeri lain:??????",m
ha ha dapat lah sikit2 duit utk beli air dn roti ya kawan.,m
bukan semua rakyat sokong politik korang,m
menyemak aku tgk,m
"Nazi principle of propaganda. ""Repeat lies till accepted as truth"" ""Blame opponent for all problem"" ""Every act must be justified in the name of natio",e
masa diberi peluang 22 bulan korg buat apa jer menyusahkan rakyat lagi ada la skrg baru nk tunjuk hero,m
baik buat dlm dewan je lh..Klau bnyk tu org panggil himpunan....kt terbuka...buat malu je,m
62 thn UMNO BN memerintah negara kite maju makmur senangrakyat mewah PH PKR dn DAP memerintah negara kite Malaysia musnahh hancurr lebur susah,m
Tak ramai pun.... Tak boleh lawan ICERD,m
time ph jd krjaan.tk nk plk puak ph buat demestrasi??,c
yg ada muka melayu Saja ...cina India ??????,m
Anwar hutang PTPTN dah halus blum,m
PH menyusahkan rakyat dan polis,m
"Semoga pas ni ayam turun rm1 sekilo.. Petrol rm 1 selitr, meggi rm 1 5 bungkus, kereta honda civic FE turun rm 100 sebiji. Rumah turun rm 1
50 sebuah",m
menyusahkan org2 sekitar. x fikir langsung. buatlah kat stadium Ker apa.,m
ye Ker. ada ke BN ckp BN menang rakyat senang.. bukti ada tak..,m
elok la dh kerajaan jatuh??????,m
kje jalanan saja hampa... bukan saja mnteri ... kna semua laa... MP ADUN,m
Geng food truck.. Apa lg. Jom turun. Org penat2 trpekik2. Kita jual mahal sket,m
saya jual air bang. sejuk2 bagi sejuk tekak. hahaha. air mineral botol kecil rm2,m
cadangan yg terbaik??,m
"air monorail rm3, air tin rm5, air bancuh RM10 mereka ni Kaya rata2nya",m
merosak negara bila tak jadi kerajaan himpunan jalanan hidup semula bila jadi kerajaan senyap bukan bantu rakyat dan terbukti,m
saya janji kalau hari ni saya menang esok saya akan pastikan harga minyak turun??????,m
"klu setakat kul 5ptg da blk rumah,baik xpyh la..klu berani buat la 7 hari trs..24jam",m
ok.. Selamat berguling2 ye..,m
itu ja cara hampa yee...,m
ada jalan laen lg ka?,m
tak habis lagi nak buat perhimpunan.tunggu PRU nanti pilih calon yg terbaik.bagilah menteri buat kerja,m
Kat selangor n penang dah xde tol.. Ok dah tu,m
Alhamdulillah Penang dan Selangor barang semua murah. gaji min 2500 ??,m
mesti ramai polis dari pemuda????,m
ada guling2 kt jalan x..klu ada bru nk join hahaha??????,c
wktu PH merintah smua janji dorng tunai tau.ptptn tol mnyak trun trowong bwah laut.semua tu dh tunai..mkin mju dulu..hutng negara tak ada suci ktakn??,m
AMANAH...berkumpul je keje dia??..,m
mst 1juta pemuda hadir berhimpun,m
lebih kot??,m
4 org yg ramai pulak dap sebangai sapporter ???? tengok la klu taknpercaya,c
buang masa ja. bkn mcm ni cara nk lawan umno bn,m
